uri,dc.identifier,notation,prefLabel,definition,note,inScheme,topConceptOf
concept:299,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.299,299,Lepidophyllum triangulare,Lepidophyllum triangulare,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:300,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.300,300,Coelacanthus elegans,Coelacanthus elegans,fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:301,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.301,301,Lingula mytiloïdes,Lingula mytiloïdes,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:302,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.302,302,Linopteris obliqua,Linopteris obliqua,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:303,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.303,303,Lonchopteris bricei,Lonchopteris bricei,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:304,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.304,304,Lycopodites carbonaceus,Lycopodites carbonaceus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:305,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.305,305,Mariopteris acuta,Mariopteris acuta,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:306,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.306,306,Mariopteris muricata,Mariopteris muricata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:307,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.307,307,Naiadites carinata,Naiadites carinata,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:308,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.308,308,Naiadites quadrata,Naiadites quadrata,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:309,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.309,309,Neuropteris fleonosa,Neuropteris fleonosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:310,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.310,310,Carbonicola callopristodus,Carbonicola callopristodus,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:311,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.311,311,Neuropteris heterophylla,Neuropteris heterophylla,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:312,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.312,312,Neuropteris antecedens,Neuropteris antecedens,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:313,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.313,313,Neuropteris obliqua,Neuropteris obliqua,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:314,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.314,314,Neuropteris rarinervis,Neuropteris rarinervis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:315,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.315,315,Neuropteris scheuchzeri,Neuropteris scheuchzeri,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:316,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.316,316,Neuropteris sporenges,Neuropteris sporenges,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:317,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.317,317,Cheirodus sp.,Cheirodus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:318,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.318,318,Palaeostachya pedunculata,Palaeostachya pedunculata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:319,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.319,319,Palaeostachya volkmanni,Palaeostachya volkmanni,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:320,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.320,320,Pecopteris aspera,Pecopteris aspera,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:321,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.321,321,Pecopteris abbreviata,Pecopteris abbreviata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:322,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.322,322,Pecopteris dentata,Pecopteris dentata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:323,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.323,323,Pecopteris dentata var. delicatula,Pecopteris dentata var. delicatula,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:324,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.324,324,Pecopteris plumosa,Pecopteris plumosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:325,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.325,325,Radicites columnaris,Radicites columnaris,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:326,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.326,326,Sigillaria elongata,Sigillaria elongata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:327,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.327,327,Sigillaria ovata,Sigillaria ovata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:328,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.328,328,Sigillaria rugosa,Sigillaria rugosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:329,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.329,329,Sigillaria scutellata,Sigillaria scutellata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:330,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.330,330,Sigillaria tessellata,Sigillaria tessellata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:331,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.331,331,Sphenophyllum cuneifolium,Sphenophyllum cuneifolium,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:332,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.332,332,Sphenophyllum myriophyllum,Sphenophyllum myriophyllum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:333,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.333,333,Sphenopteris artemisiaefolioides,Sphenopteris artemisiaefolioides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:334,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.334,334,Sphenopteris coralloïdes,Sphenopteris coralloïdes,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:335,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.335,335,Sphenopteris herbacea,Sphenopteris herbacea,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:336,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.336,336,Sphenopteris hoeninghausi,Sphenopteris hoeninghausi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:337,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.337,337,Sphenopteris obtusiloba,Sphenopteris obtusiloba,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:338,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.338,338,Sphenopteris quadridactylites,Sphenopteris quadridactylites,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:339,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.339,339,Sphenopteris trifoliolata,Sphenopteris trifoliolata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:340,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.340,340,Spirorbis carbonarius,Spirorbis carbonarius,fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:341,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.341,341,Stigmaria ficoïdes,Stigmaria ficoïdes,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:342,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.342,342,Trigonocarpus noeggerathi,Trigonocarpus noeggerathi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:343,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.343,343,Ulodendron majus,Ulodendron majus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:344,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.344,344,Asterophyllites charaeformis,Asterophyllites charaeformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:345,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.345,345,Cardita sp.,Cardita sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:346,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.346,346,Lucina sp.,Lucina sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:347,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.347,347,Cheirodus striatus,Cheirodus striatus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:348,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.348,348,Pinites sp.,Pinites sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:349,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.349,349,coniferen,coniferen,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:350,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.350,350,Murex sp.,Murex sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:351,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.351,351,Arca sp.,Arca sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:352,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.352,352,Nautilus sp.,Nautilus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:353,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.353,353,stromatolieten,stromatolieten (sedimentaire fijngelaagde kalkgesteenten van microbiële biologische oorsprong),mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:354,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.354,354,Pholadomya margaritacea,Pholadomya margaritacea,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:355,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.355,355,Squales sp.,Squales sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:356,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.356,356,Cardita kickxi,Cardita kickxi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:357,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.357,357,Nummulites variolarius,Nummulites variolarius,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:358,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.358,358,Pecten corneus,Pecten corneus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:359,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.359,359,Pecten plebejus,Pecten plebejus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:360,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.360,360,Pinna margaritacea,Pinna margaritacea,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:361,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.361,361,Nummulites planulatus,Nummulites planulatus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:362,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.362,362,Odontaspis winkleri,Odontaspis winkleri,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:363,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.363,363,Nodosaria raphanistrum,Nodosaria raphanistrum,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:364,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.364,364,Balanocrinus sp.,Balanocrinus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:365,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.365,365,Micraster sp.,Micraster sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:366,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.366,366,Pecten campaniensis,Pecten campaniensis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:367,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.367,367,Inoceramus balticus,Inoceramus balticus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:368,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.368,368,Inoceramus lamarcki var. websteri,Inoceramus lamarcki var. websteri,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:369,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.369,369,Vola sexcostata,Vola sexcostata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:370,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.370,370,Magas pumilus,Magas pumilus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:371,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.371,371,Pteria coerulescens,Pteria coerulescens,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:372,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.372,372,Pteria sp.,Pteria sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:373,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.373,373,Teredo voracissima,Teredo voracissima,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:374,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.374,374,Trigonia vaalsiensis,Trigonia vaalsiensis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:375,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.375,375,Crassatella sp.,Crassatella sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:376,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.376,376,Crassatella aracaea,Crassatella aracaea,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:377,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.377,377,Schlotheimia sp.,Schlotheimia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:378,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.378,378,Schlotheimia angulata,Schlotheimia angulata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:379,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.379,379,Schlotheimia charmassei,Schlotheimia charmassei,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:380,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.380,380,Lingula tenuissima,Lingula tenuissima,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:381,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.381,381,krabben,krabben,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:382,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.382,382,Dosinia sp.,Dosinia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:383,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.383,383,Geinitzia sp.,Geinitzia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:384,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.384,384,Geinitzia elegans,Geinitzia elegans,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:385,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.385,385,Turritella sexlineata,Turritella sexlineata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:386,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.386,386,Cucullea matheroniana,Cucullea matheroniana,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:387,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.387,387,Turritella multilincata,Turritella multilincata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:388,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.388,388,Terebella sp.,Terebella sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:389,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.389,389,Terebella lewiensis,Terebella lewiensis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:390,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.390,390,Neuropteris linguaefolia,Neuropteris linguaefolia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:391,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.391,391,Sphenopteris striata,Sphenopteris striata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:392,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.392,392,Sphenopteris neuropteroides,Sphenopteris neuropteroides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:393,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.393,393,Artisia transversa,Artisia transversa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:394,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.394,394,Neuropteris pseudogigantea,Neuropteris pseudogigantea,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:395,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.395,395,Lepidodendron dissitum,Lepidodendron dissitum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:396,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.396,396,Radicites capillacea,Radicites capillacea,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:397,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.397,397,Lepidophloios acerosus,Lepidophloios acerosus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:398,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.398,398,Asolanus camptotaenia,Asolanus camptotaenia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:399,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.399,399,Annularia sphenophylloides,Annularia sphenophylloides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:400,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.400,400,Mariopteris sauveuri,Mariopteris sauveuri,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:401,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.401,401,Mariopteris latifolia,Mariopteris latifolia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:402,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.402,402,Pecopteris avoldensis,Pecopteris avoldensis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:403,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.403,403,Sphenopteris nummularia,Sphenopteris nummularia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:404,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.404,404,Carbonia fabulina,Carbonia fabulina,zoetwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:405,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.405,405,Carpolites perpusillus,Carpolites perpusillus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:406,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.406,406,Naiadites modiolaris,Naiadites modiolaris,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:407,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.407,407,Ostrea goldfussi,Ostrea goldfussi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:409,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.409,409,Calamites verticillatus,Calamites verticillatus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:410,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.410,410,Annularia microphylla,Annularia microphylla,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:411,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.411,411,Adiantites sessilis,Adiantites sessilis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:412,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.412,412,Alethopteris davreuxi,Alethopteris davreuxi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:413,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.413,413,Alethopteris decurrens var. Gracillima,Alethopteris decurrens var. Gracillima,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:414,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.414,414,Alethopteris gracillima,Alethopteris gracillima,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:415,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.415,415,Alethopteris valida,Alethopteris valida,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:416,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.416,416,Annularia gallioides,Annularia gallioides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:417,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.417,417,Annularia ramosa,Annularia ramosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:418,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.418,418,Anomya sp.,Anomya sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:419,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.419,419,Anthracomya discordata,Anthracomya discordata,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:420,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.420,420,Anthracomya minima Phillipsii,Anthracomya minima Phillipsii,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:421,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.421,421,Anthracomya oblonga,Anthracomya oblonga,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:422,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.422,422,Anthracomya wardi,Anthracomya wardi,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:423,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.423,423,Anthraconauta minima,Anthraconauta minima,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:424,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.424,424,Anthraconauta Phillipsii,Anthraconauta Phillipsii,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:425,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.425,425,Anthraconauta scotica,Anthraconauta scotica,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:426,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.426,426,Anthraconauta subovata,Anthraconauta subovata,zoetwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:427,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.427,427,Aporrhais sp.,Aporrhais sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:428,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.428,428,Arthyris sp.,Arthyris sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:429,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.429,429,Asterophyllites myriophyllum,Asterophyllites myriophyllum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:430,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.430,430,Asterophyllites longifolius,Asterophyllites longifolius,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:431,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.431,431,Asterophyllites lycopodioides,Asterophyllites lycopodioides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:432,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.432,432,Asterophyllites roehli,Asterophyllites roehli,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:433,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.433,433,Asterotheca miltoni,Asterotheca miltoni,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:434,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.434,434,Asterotheca sp.,Asterotheca sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:435,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.435,435,Aulacopteris vulgaris,Aulacopteris vulgaris,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:436,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.436,436,Bellinurus Céphaloth.,Bellinurus Céphaloth.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:437,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.437,437,Bellinurus reginae,Bellinurus reginae,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:438,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.438,438,Beyrichia arcuata,Beyrichia arcuata,fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:439,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.439,439,Beyrichia sp.,Beyrichia sp.,fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:440,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.440,440,Bothrodendron punctatum,Bothrodendron punctatum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:441,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.441,441,Bothrostrobus olryi,Bothrostrobus olryi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:442,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.442,442,Bourgueticrinus sp.,Bourgueticrinus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:443,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.443,443,Calamites approximatus,Calamites approximatus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:444,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.444,444,Calamites carinatus,Calamites carinatus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:445,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.445,445,Calamites ostraviensis,Calamites ostraviensis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:446,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.446,446,Calamites paleaceus,Calamites paleaceus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:447,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.447,447,Calamites semicircularis,Calamites semicircularis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:448,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.448,448,Calamites undulatus,Calamites undulatus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:450,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.450,450,Calamostachys ramosa,Calamostachys ramosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
